line_index,LD_value
1621,0.0
1622,1.0
1623,1.0
1624,1.0
1625,0.5
1626,1.0
1627,0.5
1628,0.5
1629,1.0
1630,0.0
1631,0.0
1632,0.0
1633,2.0
1634,0.0
1635,1.0
1636,0.0
1637,1.0
1638,1.0
1639,0.0
1640,0.0
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,0.6666666666666666
1646,0.0
1647,0.0
1648,2.0
1649,0.3333333333333333
1650,0.0
1651,0.0
1652,1.0
1653,1.0
1654,1.0
1655,1.0
1656,0.0
1657,0.5
1658,1.0
1659,0.5
1660,0.0
1661,0.0
1662,1.0
1663,0.0
1664,0.0
1665,2.0
1666,1.0
1667,0.0
1668,0.0
1669,2.0
1670,2.0
1671,0.0
1672,1.0
1673,1.0
1674,0.5
1675,0.0
1676,0.0
1677,1.0
1678,2.0
1679,0.0
1680,0.25
1681,0.5
1682,1.0
1683,1.0
1684,0.3333333333333333
1685,0.0
1686,2.0
1687,0.3333333333333333
1688,1.0
1689,0.0
1690,1.0
1691,1.0
1692,0.0
1693,1.0
1694,1.0
1695,2.0
1696,0.0
1697,1.0
1698,0.0
1699,2.0
1700,2.0
1701,0.0
1702,0.0
1703,0.0
1704,1.0
1705,2.0
1706,2.0
1707,1.0
1708,0.0
1709,0.0
1710,1.0
1711,0.0
1712,0.0
1713,1.0
1714,1.0
1715,2.0
1716,1.0
1717,0.5
1718,0.5
1719,0.0
1720,1.0
1721,0.5
1722,0.0
1723,1.0
1724,0.5
1725,0.0
1726,0.0
1727,1.0
1728,1.0
1729,2.0
1730,0.0
1731,0.0
1732,0.5
1733,0.5
1734,0.3333333333333333
1735,0.3333333333333333
1736,3.0
1737,3.0
1738,2.0
1739,0.0
1740,1.0
1741,0.0
1742,1.0
1743,0.0
1744,0.5
1745,2.0
1746,0.0
1747,0.0
1748,1.0
1749,1.0
1750,0.0
1751,0.5
1752,0.5
1753,1.0
1754,0.6666666666666666
1755,0.5
1756,1.0
1757,2.0
1758,0.5
1759,0.0
1760,0.0
1761,0.0
1762,1.0
1763,0.5
1764,1.0
1765,0.3333333333333333
1766,0.5
1767,0.0
1768,0.5
1769,1.0
1770,0.0
1771,3.0
1772,0.0
1773,0.5
1774,1.0
1775,0.0
1776,2.0
1777,1.0
1778,0.3333333333333333
1779,2.0
1780,2.0
1781,1.0
1782,1.5
1783,1.0
1784,2.0
1785,0.5
1786,2.0
1787,3.0
1788,0.0
1789,2.0
1790,3.0
1791,0.0
1792,0.0
1793,1.0
1794,1.5
1795,1.0
1796,0.5
1797,1.5
1798,1.0
1799,0.5
1800,0.25
1801,0.0
1802,2.0
1803,0.3333333333333333
1804,0.5
1805,1.0
1806,0.5
1807,0.0
1808,0.0
1809,1.0
1810,1.0
1811,1.0
1812,2.0
1813,1.0
1814,0.0
1815,0.5
1816,2.0
1817,2.0
1818,0.0
1819,1.0
1820,3.0
1821,1.0
1822,0.5
1823,0.0
1824,1.0
1825,0.0
1826,0.0
1827,0.0
1828,0.3333333333333333
1829,2.0
1830,1.0
1831,1.0
1832,1.0
1833,0.0
1834,0.0
1835,0.0
1836,1.0
1837,1.0
1838,2.0
1839,0.0
1840,0.0
1841,0.0
1842,0.0
1843,0.0
1844,1.0
1845,1.0
1846,2.0
1847,0.0
1848,0.5
1849,2.0
1850,0.0
1851,0.0
1852,0.0
1853,2.0
1854,1.0
1855,1.0
1856,1.0
1857,0.0
