line_index,LD_value
1650,-1.0
1651,-1.0
1652,1.0
1653,-1.0
1654,-1.0
1655,-1.0
1656,0.0
1657,2.0
1658,-1.0
1659,-1.0
1660,-1.0
1661,0.0
1662,0.5
1663,-1.0
1664,-1.0
1665,-1.0
1666,0.5
1667,-1.0
1668,-1.0
1669,0.0
1670,-1.0
1671,-1.0
1672,-1.0
1673,1.0
1674,-1.0
1675,-1.0
1676,-1.0
1677,1.0
1678,1.0
1679,-1.0
1680,-1.0
1681,-1.0
1682,-1.0
1683,-1.0
1684,-1.0
1685,-1.0
1686,0.0
1687,2.0
1688,-1.0
1689,-1.0
1690,-1.0
1691,0.6666666666666666
1692,3.0
1693,-1.0
1694,0.0
1695,-1.0
1696,0.0
1697,0.0
1698,0.6666666666666666
1699,4.0
1700,-1.0
1701,-1.0
1702,-1.0
1703,-1.0
1704,-1.0
1705,-1.0
1706,-1.0
1707,0.0
1708,-1.0
1709,0.6666666666666666
1710,-1.0
1711,1.0
1712,1.0
1713,0.0
1714,-1.0
1715,0.3333333333333333
1716,-1.0
1717,0.0
1718,0.0
1719,0.0
1720,-1.0
1721,0.0
1722,-1.0
1723,-1.0
1724,-1.0
1725,-1.0
1726,-1.0
1727,-1.0
1728,-1.0
